date,semester,rank,team,acronym,total.points,previous.points,diff.points
2011,2,206,Andorra,AND,0,0,0
2011,2,206,Montserrat,MSR,0,0,0
2011,2,206,San Marino,SMR,0,0,0
2011,1,1,Spain,ESP,1588,1871,-283
2011,1,2,Netherlands,NED,1542,1661,-119
2011,1,3,Germany,GER,1305,1417,-112
2011,1,4,Brazil,BRA,1202,1131,71
2011,1,5,Uruguay,URU,1156,909,247
2011,1,6,England,ENG,1146,1146,0
2011,1,7,Portugal,POR,1076,1046,30
2011,1,8,Italy,ITA,1059,1059,0
2011,1,9,Croatia,CRO,1033,1033,0
2011,1,10,Argentina,ARG,1013,979,34
2011,1,11,Chile,CHI,974,782,192
2011,1,12,Norway,NOR,972,972,0
2011,1,13,Greece,GRE,959,959,0
2011,1,14,Japan,JPN,924,930,-6
2011,1,15,Côte d'Ivoire,CIV,922,922,0
2011,1,16,France,FRA,920,920,0
2011,1,17,Montenegro,MNE,915,915,0
2011,1,18,Russia,RUS,914,914,0
2011,1,19,Sweden,SWE,884,884,0
2011,1,20,Mexico,MEX,869,1007,-138
2011,1,21,Denmark,DEN,857,857,0
2011,1,23,Slovenia,SVN,833,833,0
2011,1,22,Australia,AUS,834,832,2
2011,1,24,Turkey,TUR,820,820,0
2011,1,25,Peru,PER,805,583,222
2011,1,26,Paraguay,PAR,804,743,61
2011,1,27,Serbia,SRB,798,798,0
2011,1,28,Korea Republic,KOR,781,787,-6
2011,1,29,Slovakia,SVK,779,779,0
2011,1,30,USA,USA,778,799,-21
2011,1,31,Switzerland,SUI,777,777,0
2011,1,32,Israel,ISR,771,771,0
2011,1,33,Republic of Ireland,IRL,752,752,0
2011,1,34,Egypt,EGY,735,727,8
2011,1,35,Colombia,COL,706,564,142
2011,1,36,Ghana,GHA,696,735,-39
2011,1,37,Belgium,BEL,691,691,0
2011,1,38,Czech Republic,CZE,670,670,0
2011,1,39,Burkina Faso,BFA,661,661,0
2011,1,40,Venezuela,VEN,648,471,177
2011,1,41,Bosnia and Herzegovina,BIH,642,642,0
2011,1,42,Belarus,BLR,636,636,0
2011,1,43,Nigeria,NGA,634,634,0
2011,1,44,Jamaica,JAM,632,656,-24
2011,1,45,Ukraine,UKR,620,620,0
2011,1,46,Senegal,SEN,619,619,0
2011,1,47,Hungary,HUN,603,603,0
2011,1,48,Bulgaria,BUL,598,598,0
2011,1,49,South Africa,RSA,597,597,0
2011,1,50,Cameroon,CMR,595,595,0
2011,1,51,Honduras,HON,592,613,-21
2011,1,52,Algeria,ALG,575,575,0
2011,1,53,Romania,ROU,571,571,0
2011,1,54,IR Iran,IRN,564,581,-17
2011,1,55,Tunisia,TUN,556,529,27
2011,1,56,Costa Rica,CRC,532,561,-29
2011,1,57,Georgia,GEO,530,530,0
2011,1,58,Lithuania,LTU,526,526,0
2011,1,59,Albania,ALB,524,524,0
2011,1,60,Gabon,GAB,517,517,0
2011,1,61,Scotland,SCO,513,513,0
2011,1,62,Northern Ireland,NIR,498,498,0
2011,1,63,Morocco,MAR,494,494,0
2011,1,63,Libya,LBY,494,494,0
2011,1,65,Panama,PAN,487,574,-87
2011,1,66,Austria,AUT,479,479,0
2011,1,67,Ecuador,ECU,478,473,5
2011,1,68,Guinea,GUI,475,475,0
2011,1,69,Poland,POL,474,474,0
2011,1,70,Armenia,ARM,462,462,0
2011,1,71,Botswana,BOT,440,431,9
2011,1,72,Malawi,MWI,439,454,-15
2011,1,73,China PR,CHN,436,426,10
2011,1,73,Zambia,ZAM,436,434,2
2011,1,75,Finland,FIN,419,419,0
2011,1,76,Uganda,UGA,417,417,0
2011,1,77,Mali,MLI,416,416,0
2011,1,78,El Salvador,SLV,401,434,-33
2011,1,79,Estonia,EST,399,399,0
2011,1,80,Cyprus,CYP,398,398,0
2011,1,80,Bolivia,BOL,398,356,42
2011,1,82,Cape Verde Islands,CPV,397,397,0
2011,1,83,Uzbekistan,UZB,390,383,7
2011,1,84,Latvia,LVA,388,388,0
2011,1,85,Moldova,MDA,383,383,0
2011,1,86,Benin,BEN,380,380,0
2011,1,86,Zimbabwe,ZIM,380,380,0
2011,1,88,Trinidad and Tobago,TRI,379,374,5
2011,1,89,Central African Republic,CTA,370,370,0
2011,1,90,Qatar,QAT,369,355,14
2011,1,91,Jordan,JOR,361,385,-24
2011,1,92,Saudi Arabia,KSA,353,366,-13
2011,1,93,Sierra Leone,SLE,348,348,0
2011,1,94,New Zealand,NZL,346,346,0
2011,1,95,Kuwait,KUW,341,331,10
2011,1,96,FYR Macedonia,MKD,338,338,0
2011,1,97,Niger,NIG,331,331,0
2011,1,98,Cuba,CUB,330,330,0
2011,1,99,Bahrain,BHR,329,329,0
2011,1,99,Angola,ANG,329,329,0
2011,1,99,Gambia,GAM,329,329,0
2011,1,102,Mozambique,MOZ,327,327,0
2011,1,103,Syria,SYR,324,290,34
2011,1,104,Canada,CAN,314,387,-73
2011,1,105,Antigua and Barbuda,ATG,308,286,22
2011,1,106,Oman,OMA,306,298,8
2011,1,106,Iraq,IRQ,306,349,-43
2011,1,108,United Arab Emirates,UAE,300,288,12
2011,1,109,Suriname,SUR,296,296,0
2011,1,110,Azerbaijan,AZE,282,282,0
2011,1,111,Wales,WAL,273,273,0
2011,1,111,Faroe Islands,FRO,273,273,0
2011,1,113,Guyana,GUY,269,267,2
2011,1,114,Korea DPR,PRK,260,255,5
2011,1,114,Guatemala,GUA,260,262,-2
2011,1,116,Haiti,HAI,256,377,-121
2011,1,117,Liechtenstein,LIE,253,253,0
2011,1,118,Thailand,THA,252,240,12
2011,1,119,Grenada,GRN,247,265,-18
2011,1,120,Iceland,ISL,244,244,0
2011,1,121,St. Kitts and Nevis,SKN,243,248,-5
2011,1,122,Togo,TOG,238,279,-41
2011,1,122,Congo DR,COD,238,238,0
2011,1,124,Liberia,LBR,232,232,0
2011,1,125,Kazakhstan,KAZ,231,231,0
2011,1,126,Tanzania,TAN,230,230,0
2011,1,127,Luxembourg,LUX,213,213,0
2011,1,128,Congo,CGO,206,206,0
2011,1,129,Kenya,KEN,204,204,0
2011,1,130,Singapore,SGP,199,155,44
2011,1,131,Dominican Republic,DOM,198,66,132
2011,1,132,Dominica,DMA,193,193,0
2011,1,133,Rwanda,RWA,190,189,1
2011,1,134,Yemen,YEM,188,199,-11
2011,1,135,Nepal,NEP,184,136,48
2011,1,136,Indonesia,IDN,183,195,-12
2011,1,137,Turkmenistan,TKM,176,147,29
2011,1,138,Ethiopia,ETH,170,170,0
2011,1,139,Namibia,NAM,168,117,51
2011,1,140,Puerto Rico,PUR,167,167,0
2011,1,141,Tajikistan,TJK,166,180,-14
2011,1,142,Vietnam,VIE,164,160,4
2011,1,142,Burundi,BDI,164,164,0
2011,1,144,Malaysia,MAS,156,147,9
2011,1,144,Barbados,BRB,156,156,0
2011,1,146,Bangladesh,BAN,148,81,67
2011,1,147,Belize,BLZ,146,112,34
2011,1,148,US Virgin Islands,VIR,144,12,132
2011,1,149,Madagascar,MAD,143,166,-23
2011,1,150,Guinea-Bissau,GNB,142,142,0
2011,1,151,Bahamas,BAH,141,9,132
2011,1,152,India,IND,135,137,-2
2011,1,153,Hong Kong,HKG,133,141,-8
2011,1,154,Equatorial Guinea,EQG,131,131,0
2011,1,155,Fiji,FIJ,129,103,26
2011,1,156,Curacao,CUW,128,128,0
2011,1,157,Chad,CHA,127,123,4
2011,1,158,Lebanon,LIB,119,55,64
2011,1,159,Maldives,MDV,116,127,-11
2011,1,160,St. Vincent / Grenadines,VIN,112,112,0
2011,1,161,Philippines,PHI,108,96,12
2011,1,162,Mongolia,MNG,106,41,65
2011,1,163,New Caledonia,NCL,104,97,7
2011,1,164,Myanmar,MYA,99,72,27
2011,1,165,Chinese Taipei,TPE,97,78,19
2011,1,166,Palestine,PLE,96,72,24
2011,1,167,Aruba,ARU,95,7,88
2011,1,168,Swaziland,SWZ,93,101,-8
2011,1,168,Vanuatu,VAN,93,64,29
2011,1,170,Pakistan,PAK,92,70,22
2011,1,171,Cayman Islands,CAY,90,90,0
2011,1,172,Malta,MLT,83,83,0
2011,1,173,Cambodia,CAM,82,58,24
2011,1,174,Comoros,COM,80,80,0
2011,1,175,Sri Lanka,SRI,79,69,10
2011,1,177,Nicaragua,NCA,75,83,-8
2011,1,176,Laos,LAO,76,58,18
2011,1,179,Kyrgyz Republic,KGZ,72,70,2
2011,1,178,Afghanistan,AFG,73,76,-3
2011,1,180,Solomon Islands,SOL,70,40,30
2011,1,181,Tahiti,TAH,57,57,0
2011,1,182,St. Lucia,LCA,54,31,23
2011,1,183,Lesotho,LES,44,47,-3
2011,1,184,Bermuda,BER,40,40,0
2011,1,185,British Virgin Islands,VGB,38,38,0
2011,1,186,Mauritania,MTN,32,32,0
2011,1,187,Eritrea,ERI,29,29,0
2011,1,188,Samoa,SAM,26,26,0
2011,1,189,Macau,MAC,25,32,-7
2011,1,190,Somalia,SOM,23,23,0
2011,1,191,Tonga,TGA,15,15,0
2011,1,192,Turks and Caicos Islands,TCA,13,13,0
2011,1,193,Djibouti,DJI,12,12,0
2011,1,194,Mauritius,MRI,10,17,-7
2011,1,194,Guam,GUM,10,10,0
2011,1,194,Cook Islands,COK,10,10,0
2011,1,197,Brunei Darussalam,BRU,9,9,0
2011,1,198,Anguilla,AIA,7,9,-2
2011,1,198,Seychelles,SEY,7,15,-8
2011,1,200,Bhutan,BHU,6,6,0
2011,1,201,Timor-Leste,TLS,3,3,0
2011,1,202,Andorra,AND,0,0,0
2011,1,202,San Marino,SMR,0,0,0
2011,1,202,American Samoa,ASA,0,0,0
2011,1,202,Montserrat,MSR,0,0,0
2011,1,202,Papua New Guinea,PNG,0,0,0
2011,1,202,Sao Tome e Principe,STP,0,0,0
2010,2,2,Netherlands,NED,1723,1718,5
2010,2,3,Germany,GER,1485,1489,-4
2010,2,4,Brazil,BRA,1446,1493,-47
2010,2,5,Argentina,ARG,1338,1353,-15
2010,2,6,England,ENG,1195,1250,-55
2010,2,7,Uruguay,URU,1153,1174,-21
2010,2,8,Portugal,POR,1090,1102,-12
2010,2,9,Egypt,EGY,1078,1047,31
2010,2,10,Croatia,CRO,1075,1098,-23
2010,2,11,Greece,GRE,1016,1043,-27
2010,2,12,Norway,NOR,995,1004,-9
2010,2,13,Russia,RUS,982,1003,-21
2010,2,14,Italy,ITA,965,995,-30
2010,2,15,Chile,CHI,950,929,21
2010,2,16,Ghana,GHA,908,903,5
2010,2,17,Slovenia,SVN,896,958,-62
2010,2,18,USA,USA,867,847,20
2010,2,18,France,FRA,867,852,15
2010,2,20,Slovakia,SVK,854,866,-12
2010,2,21,Côte d'Ivoire,CIV,846,857,-11
2010,2,22,Switzerland,SUI,840,852,-12
2010,2,23,Serbia,SRB,837,828,9
2010,2,24,Paraguay,PAR,832,850,-18
2010,2,25,Montenegro,MNE,824,827,-3
2010,2,26,Australia,AUS,816,853,-37
2010,2,27,Mexico,MEX,795,790,5
2010,2,28,Denmark,DEN,790,812,-22
2010,2,29,Japan,JPN,776,781,-5
2010,2,30,Czech Republic,CZE,751,756,-5
2010,2,31,Turkey,TUR,741,788,-47
2010,2,32,Nigeria,NGA,725,711,14
2010,2,33,Sweden,SWE,712,703,9
2010,2,34,Ukraine,UKR,702,698,4
2010,2,35,Algeria,ALG,687,706,-19
2010,2,36,Republic of Ireland,IRL,681,730,-49
2010,2,37,Cameroon,CMR,670,656,14
2010,2,38,Belarus,BLR,660,648,12
2010,2,39,Gabon,GAB,648,673,-25
2010,2,40,Korea Republic,KOR,647,653,-6
2010,2,41,Burkina Faso,BFA,644,630,14
2010,2,42,Hungary,HUN,632,615,17
2010,2,43,Northern Ireland,NIR,615,627,-12
2010,2,44,Bosnia and Herzegovina,BIH,582,542,40
2010,2,45,Tunisia,TUN,578,600,-22
2010,2,46,Guinea,GUI,569,575,-6
2010,2,46,Austria,AUT,569,572,-3
2010,2,48,Colombia,COL,558,575,-17
2010,2,49,Bulgaria,BUL,555,597,-42
2010,2,50,Israel,ISR,551,535,16
2010,2,51,South Africa,RSA,550,562,-12
2010,2,52,Scotland,SCO,542,537,5
2010,2,53,Botswana,BOT,535,470,65
2010,2,53,Ecuador,ECU,535,498,37
2010,2,55,Lithuania,LTU,532,576,-44
2010,2,56,Romania,ROU,531,538,-7
2010,2,57,Belgium,BEL,526,494,32
2010,2,58,Jamaica,JAM,522,413,109
2010,2,59,Honduras,HON,516,522,-6
2010,2,60,Armenia,ARM,515,517,-2
2010,2,60,Venezuela,VEN,515,527,-12
2010,2,62,Cuba,CUB,512,353,159
2010,2,63,New Zealand,NZL,506,517,-11
2010,2,64,Panama,PAN,501,480,21
2010,2,65,Albania,ALB,497,520,-23
2010,2,66,IR Iran,IRN,496,480,16
2010,2,67,Mali,MLI,488,480,8
2010,2,68,Peru,PER,486,538,-52
2010,2,69,Costa Rica,CRC,467,490,-23
2010,2,70,Senegal,SEN,464,443,21
2010,2,71,Benin,BEN,462,449,13
2010,2,72,Libya,LBY,451,414,37
2010,2,73,Poland,POL,449,452,-3
2010,2,73,Georgia,GEO,449,422,27
2010,2,75,Cape Verde Islands,CPV,444,408,36
2010,2,76,FYR Macedonia,MKD,441,439,2
2010,2,76,Zambia,ZAM,441,457,-16
2010,2,78,Latvia,LVA,440,446,-6
2010,2,79,Morocco,MAR,437,415,22
2010,2,80,Saudi Arabia,KSA,429,462,-33
2010,2,80,Uganda,UGA,429,457,-28
2010,2,82,Estonia,EST,426,445,-19
2010,2,83,Finland,FIN,419,389,30
2010,2,84,Moldova,MDA,411,405,6
2010,2,84,Canada,CAN,411,403,8
2010,2,86,Malawi,MWI,396,423,-27
2010,2,87,China PR,CHN,389,382,7
2010,2,88,Angola,ANG,378,370,8
2010,2,89,Trinidad and Tobago,TRI,373,422,-49
2010,2,90,Haiti,HAI,367,335,32
2010,2,90,Cyprus,CYP,367,369,-2
2010,2,92,Bahrain,BHR,351,389,-38
2010,2,93,Grenada,GRN,349,375,-26
2010,2,93,Niger,NIG,349,324,25
2010,2,95,Mozambique,MOZ,346,339,7
2010,2,96,Bolivia,BOL,344,337,7
2010,2,97,Azerbaijan,AZE,343,381,-38
2010,2,98,Oman,OMA,329,341,-12
2010,2,99,Iraq,IRQ,325,339,-14
2010,2,99,Gambia,GAM,325,323,2
2010,2,101,Kuwait,KUW,317,316,1
2010,2,102,Togo,TOG,313,299,14
2010,2,103,Jordan,JOR,305,352,-47
2010,2,104,United Arab Emirates,UAE,301,318,-17
2010,2,105,Antigua and Barbuda,ATG,299,253,46
2010,2,106,Syria,SYR,296,282,14
2010,2,107,Korea DPR,PRK,292,299,-7
2010,2,108,Guyana,GUY,275,392,-117
2010,2,108,Uzbekistan,UZB,275,303,-28
2010,2,110,Central African Republic,CTA,263,263,0
2010,2,111,Iceland,ISL,261,275,-14
2010,2,111,Wales,WAL,261,273,-12
2010,2,111,Qatar,QAT,261,259,2
2010,2,114,Suriname,SUR,257,231,26
2010,2,115,Tanzania,TAN,256,225,31
2010,2,116,El Salvador,SLV,251,247,4
2010,2,117,Guatemala,GUA,247,217,30
2010,2,118,Zimbabwe,ZIM,246,246,0
2010,2,119,Kenya,KEN,240,251,-11
2010,2,120,St. Kitts and Nevis,SKN,239,230,9
2010,2,120,Thailand,THA,239,254,-15
2010,2,120,Congo,CGO,239,239,0
2010,2,123,Ethiopia,ETH,231,178,53
2010,2,124,Sierra Leone,SLE,224,219,5
2010,2,125,Yemen,YEM,213,231,-18
2010,2,126,Indonesia,IDN,212,172,40
2010,2,127,Burundi,BDI,202,171,31
2010,2,128,Dominica,DMA,196,201,-5
2010,2,129,Congo DR,COD,190,196,-6
2010,2,130,Barbados,BRB,187,235,-48
2010,2,131,Rwanda,RWA,185,215,-30
2010,2,132,Puerto Rico,PUR,184,184,0
2010,2,133,Luxembourg,LUX,180,175,5
2010,2,134,Turkmenistan,TKM,173,173,0
2010,2,135,Faroe Islands,FRO,171,178,-7
2010,2,136,Vietnam,VIE,167,157,10
2010,2,138,Namibia,NAM,154,154,0
2010,2,137,Kazakhstan,KAZ,155,170,-15
2010,2,139,Singapore,SGP,149,168,-19
2010,2,140,Chad,CHA,147,126,21
2010,2,141,St. Vincent / Grenadines,VIN,132,157,-25
2010,2,141,India,IND,132,145,-13
2010,2,143,Malaysia,MAS,128,112,16
2010,2,144,Tajikistan,TJK,126,121,5
2010,2,145,Hong Kong,HKG,125,128,-3
2010,2,146,Guinea-Bissau,GNB,121,125,-4
2010,2,147,Liechtenstein,LIE,116,91,25
2010,2,148,Philippines,PHI,109,110,-1
2010,2,148,Myanmar,MYA,109,133,-24
2010,2,150,Netherlands Antilles,ANT,107,107,0
2010,2,151,Fiji,FIJ,103,144,-41
2010,2,152,Chinese Taipei,TPE,102,102,0
2010,2,153,Lebanon,LIB,92,94,-2
2010,2,154,Madagascar,MAD,91,91,0
2010,2,155,New Caledonia,NCL,89,101,-12
2010,2,156,Cayman Islands,CAY,88,88,0
2010,2,157,Nicaragua,NCA,86,86,0
2010,2,158,Bangladesh,BAN,84,109,-25
2010,2,159,Swaziland,SWZ,82,81,1
2010,2,159,Liberia,LBR,82,82,0
2010,2,161,Maldives,MDV,81,127,-46
2010,2,162,Sri Lanka,SRI,79,107,-28
2010,2,163,Malta,MLT,76,77,-1
2010,2,164,Equatorial Guinea,EQG,72,79,-7
2010,2,165,Cambodia,CAM,68,73,-5
2010,2,166,Vanuatu,VAN,67,64,3
2010,2,167,Dominican Republic,DOM,66,85,-19
2010,2,168,Laos,LAO,64,70,-6
2010,2,169,Lesotho,LES,62,62,0
2010,2,170,Pakistan,PAK,56,79,-23
2010,2,171,Nepal,NEP,54,84,-30
2010,2,171,Belize,BLZ,54,54,0
2010,2,173,Kyrgyz Republic,KGZ,50,50,0
2010,2,174,Bermuda,BER,49,63,-14
2010,2,175,British Virgin Islands,VGB,41,41,0
2010,2,176,Solomon Islands,SOL,40,40,0
2010,2,176,Eritrea,ERI,40,81,-41
2010,2,176,Palestine,PLE,40,40,0
2010,2,179,Mauritania,MTN,38,38,0
2010,2,180,St. Lucia,LCA,37,37,0
2010,2,181,Mongolia,MNG,32,32,0
2010,2,181,Somalia,SOM,32,39,-7
2010,2,183,Tahiti,TAH,31,31,0
2010,2,184,Samoa,SAM,26,26,0
2010,2,185,Comoros,COM,24,24,0
2010,2,186,Turks and Caicos Islands,TCA,19,19,0
2010,2,187,Cook Islands,COK,17,17,0
2010,2,187,Guam,GUM,17,17,0
2010,2,187,Tonga,TGA,17,17,0
2010,2,190,Djibouti,DJI,16,20,-4
2010,2,190,Mauritius,MRI,16,16,0
2010,2,192,Macau,MAC,14,12,2
2010,2,193,Bahamas,BAH,13,13,0
2010,2,194,Afghanistan,AFG,10,10,0
2010,2,194,Seychelles,SEY,10,10,0
2010,2,196,Bhutan,BHU,9,9,0
2010,2,196,Brunei Darussalam,BRU,9,9,0
2010,2,198,Aruba,ARU,7,7,0
2010,2,199,US Virgin Islands,VIR,5,5,0
2010,2,200,Timor-Leste,TLS,3,3,0
2010,2,201,Andorra,AND,2,2,0
2010,2,202,Papua New Guinea,PNG,0,0,0
2010,2,202,Anguilla,AIA,0,0,0
2010,2,202,American Samoa,ASA,0,0,0
2010,2,202,San Marino,SMR,0,0,0
2010,2,202,Montserrat,MSR,0,0,0
2010,2,202,Sao Tome e Principe,STP,0,0,0
2010,1,1,Spain,ESP,1883,1565,318
2010,1,2,Netherlands,NED,1659,1231,428
2010,1,3,Brazil,BRA,1536,1611,-75
2010,1,4,Germany,GER,1464,1082,382
2010,1,5,Argentina,ARG,1289,1076,213
2010,1,6,Uruguay,URU,1152,899,253
2010,1,7,England,ENG,1125,1068,57
2010,1,8,Portugal,POR,1062,1249,-187
2010,1,9,Egypt,EGY,1053,967,86
2010,1,10,Chile,CHI,988,888,100
2010,1,11,Italy,ITA,982,1184,-202
2010,1,12,Greece,GRE,975,964,11
2010,1,13,USA,USA,969,957,12
2010,1,13,Serbia,SRB,969,947,22
2010,1,15,Croatia,CRO,968,1041,-73
2010,1,16,Paraguay,PAR,961,820,141
2010,1,17,Russia,RUS,956,1015,-59
2010,1,18,Switzerland,SUI,940,866,74
2010,1,19,Slovenia,SVN,917,860,57
2010,1,20,Australia,AUS,911,886,25
2010,1,21,France,FRA,890,1044,-154
2010,1,22,Norway,NOR,878,882,-4
2010,1,23,Ghana,GHA,874,800,74
2010,1,24,Mexico,MEX,872,895,-23
2010,1,25,Ukraine,UKR,870,875,-5
2010,1,26,Côte d'Ivoire,CIV,843,856,-13
2010,1,27,Slovakia,SVK,829,777,52
2010,1,28,Turkey,TUR,810,830,-20
2010,1,29,Denmark,DEN,785,767,18
2010,1,30,Nigeria,NGA,773,883,-110
2010,1,31,Czech Republic,CZE,769,793,-24
2010,1,32,Japan,JPN,768,682,86
2010,1,33,Algeria,ALG,759,821,-62
2010,1,34,Gabon,GAB,755,700,55
2010,1,35,Sweden,SWE,747,761,-14
2010,1,36,Republic of Ireland,IRL,734,709,25
2010,1,37,Israel,ISR,733,857,-124
2010,1,38,Peru,PER,726,578,148
2010,1,39,Colombia,COL,725,776,-51
2010,1,40,Cameroon,CMR,710,887,-177
2010,1,41,Scotland,SCO,699,699,0
2010,1,42,Romania,ROU,697,853,-156
2010,1,43,Bulgaria,BUL,672,711,-39
2010,1,44,Korea Republic,KOR,660,632,28
2010,1,45,Burkina Faso,BFA,646,611,35
2010,1,46,Honduras,HON,644,734,-90
2010,1,47,Venezuela,VEN,592,608,-16
2010,1,48,Belgium,BEL,589,541,48
2010,1,49,Costa Rica,CRC,584,710,-126
2010,1,50,Latvia,LVA,579,652,-73
2010,1,51,Finland,FIN,576,584,-8
2010,1,52,Lithuania,LTU,571,608,-37
2010,1,53,Bolivia,BOL,570,499,71
2010,1,54,New Zealand,NZL,557,410,147
2010,1,55,Mali,MLI,548,575,-27
2010,1,56,Poland,POL,547,561,-14
2010,1,57,Bosnia and Herzegovina,BIH,546,604,-58
2010,1,58,Ecuador,ECU,545,694,-149
2010,1,59,Northern Ireland,NIR,540,566,-26
2010,1,60,Austria,AUT,536,479,57
2010,1,61,Benin,BEN,535,531,4
2010,1,62,Hungary,HUN,534,565,-31
2010,1,63,Cyprus,CYP,523,486,37
2010,1,64,IR Iran,IRN,522,521,1
2010,1,65,Tunisia,TUN,519,574,-55
2010,1,66,FYR Macedonia,MKD,504,521,-17
2010,1,66,South Africa,RSA,504,392,112
2010,1,68,Saudi Arabia,KSA,471,498,-27
2010,1,69,Bahrain,BHR,460,475,-15
2010,1,70,Uganda,UGA,457,440,17
2010,1,71,Albania,ALB,455,406,49
2010,1,72,Montenegro,MNE,448,500,-52
2010,1,73,Zambia,ZAM,446,456,-10
2010,1,74,Malawi,MWI,425,382,43
2010,1,75,Togo,TOG,421,418,3
2010,1,76,Trinidad and Tobago,TRI,405,353,52
2010,1,77,Belarus,BLR,403,397,6
2010,1,78,China PR,CHN,393,387,6
2010,1,79,Iceland,ISL,385,367,18
2010,1,80,Mozambique,MOZ,377,383,-6
2010,1,81,Oman,OMA,374,362,12
2010,1,82,Morocco,MAR,371,463,-92
2010,1,83,Jamaica,JAM,368,399,-31
2010,1,84,Wales,WAL,366,415,-49
2010,1,85,Kuwait,KUW,365,350,15
2010,1,86,Angola,ANG,356,379,-23
2010,1,87,Uzbekistan,UZB,352,354,-2
2010,1,88,United Arab Emirates,UAE,351,310,41
2010,1,89,Moldova,MDA,350,378,-28
2010,1,90,El Salvador,SLV,343,452,-109
2010,1,91,Senegal,SEN,338,422,-84
2010,1,92,Syria,SYR,334,343,-9
2010,1,93,Botswana,BOT,331,236,95
2010,1,94,Panama,PAN,323,434,-111
2010,1,95,Estonia,EST,321,320,1
2010,1,96,Armenia,ARM,318,311,7
2010,1,96,Libya,LBY,318,309,9
2010,1,98,Qatar,QAT,300,351,-51
2010,1,98,Jordan,JOR,300,300,0
2010,1,100,Canada,CAN,295,516,-221
2010,1,101,Guinea,GUI,286,381,-95
2010,1,102,Gambia,GAM,285,361,-76
2010,1,103,Korea DPR,PRK,284,285,-1
2010,1,104,Iraq,IRQ,276,405,-129
2010,1,105,Thailand,THA,273,276,-3
2010,1,106,Azerbaijan,AZE,266,259,7
2010,1,107,Congo,CGO,263,308,-45
2010,1,108,Cape Verde Islands,CPV,261,241,20
2010,1,109,Yemen,YEM,248,248,0
2010,1,110,Zimbabwe,ZIM,238,258,-20
2010,1,111,Georgia,GEO,237,217,20
2010,1,112,Tanzania,TAN,235,261,-26
2010,1,113,Rwanda,RWA,233,269,-36
2010,1,114,Cuba,CUB,215,194,21
2010,1,115,Kenya,KEN,210,243,-33
2010,1,116,Luxembourg,LUX,209,193,16
2010,1,117,Faroe Islands,FRO,206,196,10
2010,1,118,Guatemala,GUA,204,241,-37
2010,1,119,Guyana,GUY,203,205,-2
2010,1,119,Namibia,NAM,203,251,-48
2010,1,121,Singapore,SGP,198,193,5
2010,1,122,Suriname,SUR,187,153,34
2010,1,123,Congo DR,COD,185,215,-30
2010,1,123,Chad,CHA,185,128,57
2010,1,125,Kazakhstan,KAZ,184,183,1
2010,1,126,Vietnam,VIE,179,231,-52
2010,1,127,Barbados,BRB,174,155,19
2010,1,128,Antigua and Barbuda,ATG,168,218,-50
2010,1,129,Haiti,HAI,167,362,-195
2010,1,129,Fiji,FIJ,167,167,0
2010,1,131,India,IND,160,163,-3
2010,1,132,Grenada,GRN,158,198,-40
2010,1,133,Swaziland,SWZ,155,171,-16
2010,1,134,Hong Kong,HKG,152,150,2
2010,1,135,Turkmenistan,TKM,150,151,-1
2010,1,136,Tajikistan,TJK,144,155,-11
2010,1,137,Indonesia,IDN,141,153,-12
2010,1,138,Sierra Leone,SLE,130,181,-51
2010,1,139,Liechtenstein,LIE,126,117,9
2010,1,140,Burundi,BDI,125,127,-2
2010,1,141,Malaysia,MAS,124,123,1
2010,1,142,Myanmar,MYA,122,122,0
2010,1,143,Madagascar,MAD,121,121,0
2010,1,144,Maldives,MDV,117,129,-12
2010,1,145,Ethiopia,ETH,115,200,-85
2010,1,146,Niger,NIG,110,92,18
2010,1,146,St. Kitts and Nevis,SKN,110,113,-3
2010,1,146,Equatorial Guinea,EQG,110,142,-32
2010,1,149,Netherlands Antilles,ANT,108,103,5
2010,1,150,Lebanon,LIB,106,98,8
2010,1,151,Malta,MLT,105,100,5
2010,1,152,Bangladesh,BAN,104,100,4
2010,1,153,Lesotho,LES,101,109,-8
2010,1,154,Sri Lanka,SRI,96,99,-3
2010,1,155,Nepal,NEP,94,96,-2
2010,1,155,Liberia,LBR,94,114,-20
2010,1,157,Eritrea,ERI,92,101,-9
2010,1,158,Bermuda,BER,91,160,-69
2010,1,159,St. Vincent / Grenadines,VIN,87,91,-4
2010,1,160,Nicaragua,NCA,86,101,-15
2010,1,161,New Caledonia,NCL,82,126,-44
2010,1,162,Pakistan,PAK,75,78,-3
2010,1,162,Vanuatu,VAN,75,108,-33
2010,1,164,Kyrgyz Republic,KGZ,74,74,0
2010,1,165,Chinese Taipei,TPE,69,75,-6
2010,1,166,Philippines,PHI,67,67,0
2010,1,167,Mauritania,MTN,62,81,-19
2010,1,168,Solomon Islands,SOL,60,60,0
2010,1,169,Puerto Rico,PUR,52,76,-24
2010,1,170,Palestine,PLE,48,39,9
2010,1,171,Comoros,COM,43,43,0
2010,1,172,Somalia,SOM,39,39,0
2010,1,172,Laos,LAO,39,39,0
2010,1,172,Cayman Islands,CAY,39,39,0
2010,1,175,Samoa,SAM,38,38,0
2010,1,176,Mauritius,MRI,37,40,-3
2010,1,176,Seychelles,SEY,37,37,0
2010,1,178,Bahamas,BAH,34,34,0
2010,1,179,Dominica,DMA,33,33,0
2010,1,179,Cambodia,CAM,33,30,3
2010,1,181,Turks and Caicos Islands,TCA,32,32,0
